gene,Ast,End,Exc,Inh,Mic,NC,OPC,Olig,Per,VLMC
ABHD8,0.0,0.0,0.17210161878918312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI1,0.4324267708906958,0.0,0.0,0.3138082845118839,0.1420571907673313,0.0,0.0,0.0,0.0,0.0
ABI1P1,0.0,0.0,0.152404790867409,0.0,0.0,0.0,0.0,0.0,0.41154032494915666,0.0
ABI2,0.0,0.0,0.3359948378545242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI3,0.0,0.03990650412729528,0.0,0.0,0.7334968418607409,0.17832855953939297,0.0,0.0,0.0,0.0
ABI3BP,0.1770370679883493,0.0,0.0,0.34437322032354245,0.0,0.06653878095334233,0.0,0.0,0.0,0.0
ABL1,0.14586556039938123,0.0,0.0,0.0,0.023692489186000785,0.14626763529164036,0.027821316614420062,0.17129146672230336,0.0,0.10166320166320167
ABL2,0.0,0.0,0.1400702694177168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM1,0.4431243277417905,0.2648178072581714,0.10224586288416075,0.3211241807013372,0.0,0.051168667087807956,0.0,0.0,0.0,0.12796257796257796
ABLIM2,0.0,0.0,0.46071868499505997,0.1182698621142482,0.0,0.20288722866291897,0.0,0.0,0.0,0.0
ABLIM3,0.0,0.3365274906190336,0.0,0.0,0.0,0.2568776518062403,0.19756223057039754,0.0,0.0,0.10582120582120583
ABO,0.0,0.45056451478154036,0.23825676055020117,0.0,0.0,0.18355868598489536,0.0,0.0,0.4183948311089322,0.0
ABR,0.3312596309238351,0.008532934131736527,0.03971631205673759,0.0,0.4650129349282145,0.15950726468730259,0.0,0.0,0.0,0.0
ABRA,0.0,0.0,0.10765587217424494,0.3964930155952345,0.0,0.20922230532020933,0.0,0.0,0.0,0.0
ABRACL,0.0,0.0,0.3904727533090403,0.0,0.0,0.05142441415224384,0.0,0.0,0.0,0.0
ABT1,0.0,0.0,0.16604285580611958,0.0,0.0,0.0,0.0,0.0,0.0,0.09501947690595437
ABTB1,0.0,0.0,0.2107934874146159,0.0,0.0,0.0,0.0,0.0,0.41248038351767236,0.0
ABTB2,0.35412427780921285,0.0,0.0,0.0,0.0,0.19193429625987457,0.3607620072003012,0.6058297111241542,0.19824635502001786,0.23899946049783183
ACAA1,0.0757962658869763,0.0,0.10463647422101618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA2,0.5675174131879795,0.18318094232680718,0.0,0.07452725250278086,0.30449208824690294,0.19234519394207789,0.013975966562173458,0.029104944711036928,0.0,0.0
ACACA,0.0,0.0,0.17257683215130024,0.05102223816355811,0.0,0.04456201305538008,0.0,0.0,0.0,0.0
ACACB,0.6658921272679201,0.3050305399431317,0.0,0.0,0.0,0.19597322984980015,0.3135190203021419,0.33468331830231407,0.15098261526832957,0.1399281830063589
ACAD10,0.28324915995135497,0.0,0.0,0.0,0.05760912308297287,0.254428835262117,0.0,0.04861255998330899,0.0,0.0
ACAD11,0.0,0.45553193654155166,0.12554973332085712,0.0,0.0,0.0,0.04081765935214211,0.0,0.0,0.0
ACAD8,0.0,0.0,0.16903714793674557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAD9,0.0,0.0,0.0,0.0,0.0,0.11332031648551079,0.0,0.0,0.0,0.0
ACADL,0.011004078188721698,0.0,0.0,0.4717825811494595,0.0,0.0,0.22419239864793405,0.0,0.0,0.3207549910790382
ACADM,0.0,0.0,0.11750257321979976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADS,0.5525958277511374,0.0,0.0,0.05628476084538376,0.0058002359418010225,0.057063848086303576,0.0,0.09101815147089505,0.0,0.0
ACADSB,0.0,0.0,0.0,0.05425035868005739,0.0,0.0,0.0,0.0,0.0,0.0
ACADVL,0.4484953863451318,0.0,0.1175979255855582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAN,0.0,0.0,0.0,0.259163278378179,0.0,0.4924594693504344,0.47508543734610553,0.0,0.0,0.0
ACAP1,0.44979393920489597,0.0,0.0,0.28209655874612793,0.1480099764169197,0.18465739803062176,0.0,0.07641351971625288,0.009259259259259259,0.0
ACAP2,0.0,0.0,0.17529550827423168,0.07433644189383071,0.18534786235571699,0.0,0.0,0.0,0.0,0.0
ACAP3,0.0,0.0,0.12037990081407317,0.0,0.0,0.1895925457991156,0.33105205982015895,0.0,0.0,0.0
ACAT1,0.0,0.2344035541539337,0.011509310377093665,0.06868723098995695,0.0,0.0,0.0,0.0,0.0,0.0
ACAT2,0.00798569725864124,0.0,0.10285861326845701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD4,0.3123602987290745,0.0,0.0,0.058120133481646276,0.002470128676470588,0.0,0.0,0.0,0.0,0.0
ACBD5,0.0,0.0,0.0,0.013403781979977753,0.0,0.0,0.0,0.0,0.0,0.0
ACBD6,0.0,0.0,0.14359227899122262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD7,0.9388134422256601,0.0,0.0,0.0,0.0,0.07965528350515463,0.0,0.0,0.0,0.0
ACCS,0.45036948909056645,0.0,0.0,0.0,0.3151353402404951,0.0,0.0,0.0,0.0,0.18696232965237225
ACCSL,0.0,0.0,0.0,0.027196885428253614,0.0,0.45784003911622984,0.0,0.0,0.0,0.0
ACD,0.0,0.0,0.16461588846261813,0.053923177938279714,0.0,0.0,0.0,0.0,0.01963404605263158,0.0
ACE,0.0,0.4303018964116677,0.21116777393094413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE2,0.15263466947787455,0.12377584330794342,0.0,0.0,0.0,0.2839932827725261,0.0,0.0,0.0,0.0
ACE3P,0.11265583989501313,0.0,0.0,0.0,0.00044906338208878626,0.6236563537089331,0.0,0.07552533992583436,0.0,0.0
ACER1,0.0,0.0,0.0,0.0,0.0591254593781083,0.4147105841188896,0.0,0.0,0.0,0.0
ACER2,0.0,0.5523118877325696,0.1466969214934032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER3,0.0626494163971312,0.0,0.0,0.0,0.0,0.0,0.19592476489028213,0.4924745039195693,0.0,0.0
ACHE,0.0,0.0,0.0,0.7849334093120217,0.0,0.0,0.2516437195705382,0.0,0.0,0.0
ACIN1,0.15444381943467866,0.0,0.0,0.0,0.11802005505308691,0.1209991577174142,0.0,0.0,0.0,0.0
ACKR1,0.0,0.0,0.460802695897438,0.12023965856861457,0.0,0.017728595497013326,0.0,0.0,0.0,0.0
ACKR2,0.37624036717539755,0.0,0.0,0.0,0.4050805116884343,0.19765313112581487,0.0,0.04663050281660755,0.0,0.2783935457412697
ACKR3,0.5671278623437201,0.2215728389767779,0.0,0.09760845383759734,0.0,0.05976159793814433,0.0,0.0,0.33529029680740013,0.4093897935630628
ACLY,0.0,0.0,0.0,0.05535973335588882,0.0,0.0,0.0,0.0,0.0,0.01735966735966736
ACMSD,0.0,0.0,0.27372138781793776,0.10792843072882469,0.0,0.19879517361706206,0.0,0.0,0.0,0.0
ACO1,0.21560595211994577,0.026796407185628743,0.0,0.17848173005874532,0.0,0.17074494657583908,0.0,0.0,0.0,0.0
ACO2,0.25504104922974347,0.0,0.00909984092823056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT1,0.2822992964946603,0.0,0.0028773275942734163,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0
ACOT11,0.7858587645651512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT12,0.0,0.0,0.0,0.0,0.0,0.46252676497878586,0.0,0.0,0.2616529488418864,0.0
ACOT13,0.13261144705386022,0.0,0.0,0.0,0.0,0.14784691514002948,0.0,0.1092739411641978,0.0,0.0
ACOT2,0.3109221525266649,0.0,0.009240198371853654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT4,0.14243146603098927,0.0,0.31501431622056975,0.103086014445174,0.0,0.08018073211824168,0.0,0.0,0.0,0.0
ACOT6,0.4807990671426245,0.0,0.0,0.0,0.0,0.1687911048409563,0.0,0.0,0.0,0.0
ACOT7,0.0,0.0,0.11430503933013281,0.1277577503624482,0.0,0.02929238780824016,0.0,0.0,0.0,0.0
ACOT8,0.11182852398934048,0.0,0.032726677271451295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT9,0.22888951274521635,0.10153827274721504,0.0,0.043993325917686316,0.11000786472670075,0.0,0.0,0.0,0.0,0.022661122661122662
ACOX1,0.07769652650822668,0.03473053892215569,0.0,0.0,0.0,0.03200673826068646,0.0,0.0,0.020880574452003024,0.0
ACOX2,0.5839933494340825,0.050449101796407186,0.0,0.0,0.0,0.06741301546391752,0.0,0.0,0.0,0.7120228375409032
ACOX3,0.08989593587399804,0.0,0.01819968185646112,0.0,0.0,0.007422615287428933,0.0,0.0,0.0,0.0819758502563177
ACOXL,0.0,0.0,0.0,0.0,0.0,0.5711853996931211,0.0,0.019090340079282286,0.0,0.0
ACP1,0.0,0.0,0.14643959951342753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP2,0.0,0.0,0.0,0.10778642936596218,0.0,0.0,0.0,0.0,0.0737047697368421,0.0
ACP6,0.5998020550071022,0.0,0.0,0.037986651835372635,0.0,0.0,0.07621473354231975,0.0,0.0,0.0
ACPP,0.06586286089238845,0.0,0.0,0.0,0.6954684305566917,0.31536627759940783,0.0,0.0,0.0,0.0
ACRBP,0.23178450446076115,0.0,0.0,0.0,0.7805627473512815,0.0,0.0,0.02515451174289246,0.0,0.0
GCNA,0.0,0.0,0.16370356507906803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACRV1,0.0,0.0,0.19037907528050288,0.28514096977655745,0.0,0.0,0.2726293040278725,0.0,0.0,0.0
ACSBG1,0.8806021007696745,0.0,0.0,0.0,0.0,0.0,0.0,0.2652127884272929,0.0,0.0
ACSBG2,0.5927707181082927,0.0,0.0,0.6163154897951193,0.0,0.0,0.0,0.0,0.0,0.0
ACSF2,0.7099460567496141,0.0,0.0,0.0,0.4343012938047349,0.13973758786440119,0.31517975370062484,0.0,0.0,0.0
ACSF3,0.023976937139642808,0.033982035928143715,0.029662206419013754,0.0,0.06719425874950845,0.19785300025181646,0.0,0.0,0.0,0.0
ACSL1,0.0,0.0,0.0,0.060734149054505006,0.0,0.0,0.0,0.5536349587833692,0.0,0.0
ACSL3,0.0,0.022679640718562873,0.027777777777777776,0.16310975609756098,0.0,0.0,0.0,0.0,0.0,0.0
ACSL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1828889810316261,0.0,0.0
ACSL5,0.0,0.5631324466065829,0.0,0.0,0.10789421942587495,0.0627368241387769,0.0,0.0,0.0,0.0
ACSL6,0.5380733333072081,0.0,0.0,0.2927785211106444,0.0,0.0,0.0,0.0,0.0,0.0
ACSM1,0.13772931734604438,0.0,0.0,0.0,0.0,0.29850015200044555,0.0,0.10448493625167898,0.0,0.0
ACSM2A,0.12293246761791185,0.11030768460102022,0.0,0.0,0.17070321033426833,0.4069834215101469,0.0,0.0,0.04887520085698982,0.0
ACSM2B,0.0,0.403096991745871,0.0,0.0,0.0,0.5251091512350494,0.21385994525740443,0.17650848979648678,0.0,0.0
ACSM3,0.5972337507420991,0.0,0.0,0.0,0.0,0.24466976091548304,0.0,0.15701977398438002,0.0,0.0
ACSM4,0.0,0.0,0.21914339804253263,0.17719960604070914,0.0,0.11835656302649716,0.0,0.0,0.0,0.0
ACSM5,0.234501901281553,0.0,0.0,0.0,0.9268163471179367,0.11501288659793814,0.25997920712076794,0.0,0.0,0.0
ACSM5P1,0.0,0.0,0.0,0.0,0.5269417044642326,0.3717570831515262,0.07506747638326586,0.12935723114956738,0.0,0.007057546145494028
ACSM6,0.0,0.0,0.11828501987896307,0.08708141825344715,0.0,0.23388302826183066,0.0,0.0,0.0,0.0
ACSS1,0.7149912524072753,0.0,0.0,0.0,0.36571752361814563,0.0,0.38619230134656635,0.4049317517795446,0.0,0.12325677594407236
ACSS2,0.025769933905217268,0.0,0.0,0.0,0.01853126228863547,0.0,0.0,0.48175703109908746,0.0,0.0
ACSS3,0.6414231261231181,0.0,0.0,0.0,0.0,0.013799398625429553,0.18348261689913234,0.0,0.3553749715085701,0.5663078708365913
ACTA2,0.0,0.0,0.23456068120145973,0.0,0.0,0.0,0.0,0.0,0.3318688881195111,0.05771180195220262
ACTA2-AS1,0.0,0.0,0.2237063722279405,0.0,0.0,0.0,0.0,0.0,0.7569722591775481,0.0
ACTB,0.0,0.075,0.0648553035315437,0.0,0.15616397955171057,0.0,0.0,0.18146254955142918,0.2772142254197001,0.0
ACTBP1,0.0,0.0,0.0,0.19616240266963292,0.04772902232486528,0.0,0.0,0.0550061804697157,0.3874358102236064,0.0
ACTBP11,0.0,0.07257033248081841,0.0,0.0,0.10841673081857839,0.2987236167405254,0.0,0.15395550061804697,0.24075017222605927,0.0019001085776330076
ACTBP2,0.0,0.10000095716495398,0.0,0.0,0.30051525362431813,0.0,0.08692528735632184,0.33333026867312937,0.5193668190399497,0.0
ACTBP7,0.0,0.0,0.0,0.14057068589378874,0.0,0.0,0.0,0.5293760048749198,0.0,0.0
ACTBP8,0.0,0.0,0.0,0.0,0.11086171834692204,0.1119924290897921,0.0,0.21790077051489126,0.5684503494196042,0.0
ACTC1,0.0,0.0,0.0,0.903103989158409,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,0.0,0.004041916167664671,0.03223542621877047,0.0,0.0,0.0,0.0,0.0,0.15524014338922704,0.0
ACTG1P1,0.3409003659628592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P11,0.10796501972287215,0.0355924978687127,0.0,0.0,0.0,0.0,0.00708502024291498,0.1365951117939042,0.5496430578614914,0.0
ACTG1P12,0.0,0.0,0.2523050746700007,0.3765830498020255,0.0,0.09304640833205698,0.0,0.0,0.0,0.0
ACTG1P17,0.5295779837453474,0.0,0.0,0.0,0.0,0.0,0.04277690700104493,0.28009115064537105,0.06194763632792298,0.0
ACTG1P18,0.0,0.0,0.0,0.6302266303097231,0.0,0.08294913514328618,0.12247048903878584,0.0,0.0,0.0
ACTG1P20,0.0,0.0,0.09085805183868251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P21,0.0,0.0,0.0,0.0,0.0824091219931724,0.0,0.04251012145748988,0.13277960983995768,0.5593056224060067,0.13151465798045603
