gene,Ast,End,Exc,Inh,Mic,NC,OPC,Olig,Per,VLMC
FAM223B,0.0,0.04037792199720405,0.0,0.0,0.3862807576746816,0.0,0.07548920377867746,0.13119132067598582,0.0,0.0
FAM224B,0.0,0.0,0.4662885476845852,0.0,0.27582194443915986,0.0,0.0,0.0,0.0,0.0
FAM225A,0.7996543714066914,0.0,0.0,0.0,0.0,0.0,0.0,0.055686032138442525,0.0,0.0
FAM227A,0.4578284573039995,0.0,0.19097776429768248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM227B,0.511403006296625,0.003967065868263473,0.0,0.0,0.0,0.0,0.0,0.3219893839826673,0.0,0.24530985581460585
FAM228A,0.030095351609058404,0.0,0.170788219183833,0.15635259356533157,0.0,0.08397151171695512,0.0,0.0,0.0,0.0
FAM228B,0.041625650400787514,0.0,0.0,0.0,0.0,0.16285007369972626,0.0,0.0,0.0,0.0
FAM229A,0.12515820559696245,0.0,0.0,0.09060066740823138,0.06645694062131341,0.01795114761002316,0.08392110762800419,0.13983934905069895,0.21730798039244936,0.2245859519365036
FAM229B,0.0,0.0,0.15790212407598017,0.0,0.0,0.0,0.0,0.03632332878581173,0.0,0.0
FAM230B,0.0,0.0,0.0,0.0,0.0,0.500448981456552,0.0,0.0,0.0,0.0
FAM230C,0.1402317236778921,0.0,0.0,0.0,0.1365094281362868,0.6600459782795368,0.05195681511470985,0.1739408676177687,0.0,0.0
FAM24B,0.0,0.0,0.06945354168616076,0.04596191726854892,0.05646829044117647,0.0,0.0,0.0,0.0,0.0
FAM25A,0.12696850393700787,0.2885104095719462,0.0,0.0,0.0,0.22494171996057769,0.40254901689270595,0.021013597033374538,0.0,0.06853963083604778
FAM25BP,0.3636638923919062,0.026020837913629757,0.0,0.11902113459399333,0.0,0.4318869707168238,0.0,0.0,0.0,0.0
FAM26D,0.0,0.0,0.0,0.0,0.0,0.7317700650991098,0.0,0.0,0.0,0.0
FAM26E,0.0,0.6657455027297778,0.0,0.0,0.22451917852051717,0.0,0.0,0.0,0.839780649366197,0.0
FAM26F,0.0,0.0,0.11120988116403106,0.0,0.5814828800805888,0.0,0.0,0.0,0.0,0.0
FAM27B,0.0,0.0,0.20957705623654907,0.0,0.0,0.0,0.0,0.0,0.84342326954153,0.0
CR769775.1,0.0,0.0,0.20590436979507815,0.0,0.0,0.0,0.0,0.0,0.49361679862296043,0.0
FAM27E3,0.0,0.0,0.17827185191492756,0.11958305975049245,0.0,0.16306067256632145,0.07419898819561552,0.0,0.0,0.0
FAM32A,0.0,0.0,0.14208851876111164,0.0,0.0,0.0,0.0,0.0,0.05283717105263158,0.0
FAM32BP,0.0,0.7250725252196895,0.0,0.0,0.0,0.062338917525773196,0.0,0.0,0.0,0.0
FAM35A,0.0,0.0,0.0,0.0,0.0,0.2237261730901568,0.0,0.0,0.0,0.08045738045738046
FAM35BP,0.07095553320038342,0.0,0.0,0.0,0.0,0.3040094882970479,0.07260691516589883,0.02613185896098477,0.0,0.6718447256395536
FAM35DP,0.08235991880162162,0.0,0.09064751567324787,0.0,0.0,0.0,0.08171472385070687,0.0,0.0,0.051420300573340655
FAM3A,0.11679088735761496,0.0,0.0,0.07886540600667408,0.0,0.0,0.0,0.18710129651889845,0.0,0.23335261580355196
FAM3B,0.0,0.0,0.0,0.0,0.6332513027650895,0.30884399767829585,0.0,0.06526576019777502,0.0,0.0
FAM3C,0.0,0.0,0.10175073447051362,0.2512846777833065,0.0,0.0,0.0,0.0,0.0,0.0
FAM3C2,0.0,0.0,0.04935903434078787,0.20624391314930907,0.0,0.0,0.0,0.0,0.0546875,0.0
FAM41C,0.0,0.0,0.5442408137812419,0.0,0.07502297794117647,0.10767345688466841,0.0,0.0,0.0,0.0
FAM43A,0.0,0.6128699906466176,0.0,0.20233592880978865,0.0,0.3003289793239162,0.0,0.0,0.0,0.07776872964169382
FAM43B,0.09272943980929678,0.0,0.0,0.4826498946109874,0.0,0.5129850423884814,0.0,0.0,0.0,0.0
FAM45A,0.0,0.0,0.0020351829325348553,0.0,0.0,0.02742682670035797,0.0,0.0,0.0,0.0
FAM46A,0.3165149572341989,0.37118970782195726,0.0,0.27421218059919916,0.45317377227839517,0.06846005154639176,0.46316663243747375,0.0,0.0,0.0
FAM46C,0.0,0.0041712005803409506,0.04847010386450828,0.0,0.0,0.3383848569621531,0.0,0.0,0.0,0.0
FAM46D,0.04440303754746168,0.0,0.0,0.0,0.0,0.5869173128593632,0.0,0.0,0.0,0.0
FAM47A,0.0,0.0,0.664205408276586,0.11063690085357847,0.0,0.09840710675448001,0.0,0.0,0.0,0.0
FAM47E,0.0,0.0,0.20941330588565546,0.0,0.0,0.0,0.0,0.0,0.09847861842105263,0.0
FAM47E-STBD1,0.061799761620977355,0.0,0.21591372521603855,0.0,0.0,0.005628733343544187,0.0,0.0,0.0,0.0
FAM49A,0.0,0.0,0.28895764080926406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM49B,0.0,0.0,0.1819148936170213,0.1833751793400287,0.34455023423087255,0.022557380501158138,0.0,0.0,0.0,0.0
FAM50A,0.0,0.0,0.06217834752503041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM50B,0.0,0.0,0.13263778422382333,0.0,0.06451056985294118,0.0,0.0,0.0,0.0,0.0
FAM53A,0.1716419477918762,0.0,0.0,0.0,0.16775431023652607,0.28877447476734114,0.0,0.4647748856708477,0.2839706691592926,0.05808903365906623
FAM53B,0.0,0.0,0.053476186020398615,0.0,0.23074332419878096,0.0,0.0,0.6114427549457173,0.0,0.0
FAM53B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094502642836351,0.0,0.0
FAM53C,0.0,0.0,0.07698605782726678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM57A,0.0,0.0,0.0,0.0,0.0,0.10265532705745974,0.10203858671614675,0.0,0.0,0.0
FAM57B,0.0,0.0,0.0,0.12741935483870967,0.0,0.3067959011712994,0.0,0.0,0.0,0.0
FAM58A,0.0,0.0,0.0,0.1096218020022247,0.0,0.0,0.0,0.0,0.0030838815789473685,0.0
FAM58BP,0.0,0.0,0.0,0.01635150166852058,0.0,0.48325221267308904,0.4100026508281145,0.0,0.0,0.0
FAM60A,0.0,0.30029889070962934,0.0,0.0,0.6166821588435714,0.31579070905866236,0.0,0.0,0.0,0.3546992864711592
FAM60CP,0.0,0.7418847275087842,0.0,0.0,0.38449817299608535,0.14926975945017182,0.0,0.24715453392192,0.0,0.0
FAM60DP,0.08517880577427822,0.0,0.0,0.0,0.012253015139851168,0.6750131359608776,0.0,0.0,0.0,0.0
MINDY1,0.38837784843894585,0.4754839807206856,0.0,0.06384872080088988,0.19442075642041312,0.024081829896907218,0.32428271970014255,0.49207099821791944,0.0,0.0
MINDY2,0.0,0.0,0.0,0.0058285509325681495,0.0,0.04487786902505791,0.0,0.0861673273523889,0.0,0.0
RIPOR1,0.0,0.0,0.09516234677645738,0.02878407460545194,0.0,0.0,0.0,0.0,0.0,0.0
RIPOR2,0.0,0.0,0.0,0.6104069091604358,0.0,0.42134918840324165,0.0,0.0,0.0,0.0
RIPOR3,0.0,0.0,0.0,0.0,0.0,0.3119478795590173,0.0,0.0,0.646802839722145,0.12384046537141
FAM66A,0.0,0.0,0.19315157724227655,0.021011162179908074,0.0,0.0263822943789248,0.06650505902192243,0.0,0.0,0.0
FAM66B,0.0,0.0,0.05413118742397305,0.0,0.0,0.0,0.0,0.13160684536253842,0.0,0.027545909849749584
FAM66C,0.01495828367103695,0.0,0.15607747730887994,0.0,0.0,0.0,0.23725607972496965,0.0,0.0,0.0
FAM66D,0.008104886769964244,0.0,0.10875362590062693,0.0,0.0,0.05086369603054819,0.0,0.0,0.0,0.0
FAM66E,0.0,0.0,0.0,0.0,0.0,0.05324805222152032,0.0,0.0,0.0,0.0
FAM69A,0.0,0.0,0.01773049645390071,0.17647058823529413,0.0,0.1273689197725837,0.0,0.2220521151383512,0.0,0.0
FAM69B,0.0,0.01949582879941966,0.0,0.35641523706013256,0.0,0.06464518846072857,0.0,0.0,0.0,0.0
FAM69C,0.6161806351451811,0.0,0.0,0.0,0.0,0.0,0.5589612147466868,0.6359028039446643,0.0,0.0
FAM71A,0.0,0.0,0.0,0.0,0.7236770780994498,0.0034901202749140895,0.0,0.0,0.0,0.0
FAM71B,0.0,0.0,0.0,0.03476084538375973,0.0,0.5657271655068974,0.27502225298830735,0.11905983504132399,0.0,0.0
FAM71C,0.0,0.0,0.568159575501902,0.3064231033247776,0.0,0.022744677592280594,0.0,0.0,0.0,0.0
FAM71E1,0.0,0.0,0.0,0.21613427263239154,0.0,0.026305712972890184,0.0,0.0,0.0,0.0
FAM71E2,0.0,0.7196254579052814,0.0,0.0,0.09752203087142362,0.2270231232891135,0.0,0.3415807508735571,0.0,0.0
FAM71F1,0.36381602704854477,0.0,0.0,0.0,0.0,0.39025866170588,0.0,0.0,0.0,0.0
FAM71F2,0.3376539968765843,0.0,0.049382427248058386,0.0,0.0,0.1631275591738277,0.0,0.0,0.0,0.0
FAM72A,0.0,0.0,0.0,0.054727474972191326,0.670180589586116,0.061855670103092786,0.0,0.0,0.0,0.0
FAM72B,0.0,0.0,0.0,0.10517241379310345,0.5123887706300356,0.013369845360824742,0.0,0.0,0.0,0.5847605878751132
FAM72C,0.0,0.220922096165947,0.0,0.05400444938820912,0.5463143762045689,0.06306378865979381,0.0,0.0,0.0,0.0
FAM72D,0.0,0.23381038149955138,0.0,0.14694104560622914,0.5590294478713048,0.19761661706316902,0.0,0.0,0.0,0.0
MIGA1,0.0,0.0,0.04501887027853155,0.0,0.0,0.0,0.0,0.15556480303671594,0.0,0.0
MIGA2,0.07920826887920124,0.0,0.0,0.04154616240266963,0.07363851858330828,0.16022711577369517,0.0,0.0,0.0,0.0
FAM74A1,0.13336707601730488,0.1053921568627451,0.0,0.0,0.0,0.10354918384879726,0.0,0.0,0.0,0.8817425757476813
FAM74A3,0.0,0.0,0.0,0.0,0.0,0.6511600139367459,0.0,0.0,0.021424745581146223,0.0
FAM74A4,0.5831742717439736,0.0,0.0,0.0,0.0,0.26268627648719667,0.0,0.16378090867238787,0.0,0.0
FAM74A7,0.0,0.0,0.0,0.0,0.6287525311008468,0.4956632140657944,0.0,0.0,0.0,0.0
FAM76A,0.0,0.0,0.0813839243941237,0.0,0.0,0.00523794483049063,0.0,0.0,0.03381990131578947,0.0
FAM76B,0.0,0.0,0.1639608870590437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM78A,0.0,0.0,0.08872929727706559,0.0,0.6712264056613264,0.04762671821305842,0.0,0.0,0.0,0.0
FAM78B,0.0,0.0,0.16515131966626254,0.1343982182338528,0.0,0.13320295869012866,0.0,0.0,0.0,0.0
FAM81A,0.0,0.0,0.5118952566382039,0.1898391332895601,0.0,0.10250421197733191,0.0,0.0,0.0,0.0
FAM81B,0.0,0.0,0.360926342869733,0.1639855548260013,0.0,0.07635166181651096,0.0,0.0,0.0,0.0
FAM83A,0.018454724409448817,0.0,0.0,0.0,0.0,0.6174296280710719,0.0,0.17243901708229176,0.0,0.0
FAM83B,0.11980814929994602,0.0,0.0,0.0,0.1489319880407387,0.6019104009087027,0.0,0.0,0.0,0.0
FAM83D,0.0,0.0,0.4417714597062212,0.0,0.0,0.023280747434522898,0.0,0.0,0.0,0.0
FAM83E,0.12772289872147363,0.0,0.0,0.0,0.0,0.37678991474865775,0.3031979029240256,0.0,0.0,0.0
FAM83F,0.456438729239486,0.0,0.0,0.0,0.0,0.5496990208207218,0.0,0.0,0.0,0.0
FAM83H,0.0,0.0,0.2693725639295146,0.0,0.0,0.0,0.0,0.0,0.5403922993404201,0.0
FAM84A,0.0,0.0,0.20457097408065875,0.0,0.0,0.04045588544956833,0.055758602187485136,0.0,0.0,0.0
FAM84B,0.06255365218243444,0.0,0.0,0.0,0.0,0.0,0.8161529588136108,0.8110381292132817,0.0,0.0
FAM86B1,0.07371540239911005,0.0,0.013567886216899036,0.0,0.0,0.019188250157927984,0.2681090932345471,0.0,0.0,0.0
FAM86B2,0.3629862586237256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM86B3P,0.11686531585220501,0.0,0.12089454477402452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM86C1,0.41283205015239116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM86C2P,0.48119916103707716,0.0,0.0,0.0,0.016371783088235295,0.2700010643915927,0.0,0.0,0.0,0.0
FAM86FP,0.1555426894054755,0.0,0.11659024983624965,0.0,0.0,0.07121127508124336,0.0,0.0,0.0,0.0
FAM86GP,0.18678306149652735,0.0,0.0,0.16240266963292546,0.0,0.11914733676975946,0.0,0.0,0.26496312996856763,0.0
FAM86HP,0.0,0.0,0.05024796481706747,0.06418253447143796,0.0,0.10453922327611788,0.0,0.0,0.0,0.0
FAM86JP,0.0,0.1798035050682096,0.0,0.0,0.0,0.0586071735395189,0.0,0.0,0.0,0.0
FAM86LP,0.037688648293963255,0.0,0.0,0.0,0.0,0.34777068503841285,0.037786774628879895,0.0,0.8087957020840714,0.06731813246471227
FAM86MP,0.0,0.3938209101648005,0.0,0.0,0.0,0.46323509306425315,0.0,0.0,0.0,0.0
FAM87A,0.0,0.0,0.6487650805733447,0.0,0.0,0.11280441108898759,0.0,0.0,0.0,0.0
FAM89A,0.0,0.4626617321310281,0.0,0.24863148995456452,0.20747095303353527,0.5074647160526735,0.2510007762956946,0.0,0.0,0.0
FAM89B,0.0,0.0,0.17067465144568167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM8A1,0.0,0.0,0.1448481487493352,0.08150032829940906,0.0,0.0,0.0,0.0,0.0,0.0
FAM8A3P,0.0,0.0,0.0,0.0,0.0,0.5043689257447599,0.0,0.0,0.0,0.0
FAM8A6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8713499589048332,0.0,0.0
FAM90A1,0.1663379554816867,0.0,0.12180686815757462,0.0,0.0,0.0,0.1183967076709997,0.0,0.0,0.0
FAM90A27P,0.0,0.1781975339220232,0.0,0.0,0.0,0.6032907936907467,0.0,0.0,0.0,0.0
FAM90A28P,0.0,0.0,0.0,0.0,0.0,0.8126228229127039,0.0,0.0,0.0,0.0
FAM91A1,0.0,0.0,0.097595209132591,0.0,0.0,0.0,0.0,0.06055706238264135,0.03479588107172694,0.0
FAM91A3P,0.0,0.0,0.0,0.0,0.7772406437433462,0.11120060137457044,0.0,0.0,0.0,0.0
FAM92A,0.0,0.0,0.19069009850681357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM92A1P1,0.0,0.0,0.19492477122636695,0.02659225213394616,0.0,0.0,0.0,0.0,0.0,0.0
FAM92A1P2,0.0,0.0,0.0,0.0,0.11588247682130262,0.4864282636765387,0.0453778677462888,0.181515114722825,0.0,0.05971769815418024
FAM92B,0.0,0.0,0.0,0.1721357063403782,0.0,0.20676210930461758,0.0,0.0,0.0,0.9282824302452379
FAM95B1,0.0,0.0,0.20731699510172988,0.0,0.0,0.013172001837953745,0.08305227655986509,0.0,0.0,0.0
FAM96A,0.0,0.0,0.0,0.0,0.1436486142394925,0.0,0.0,0.0,0.0,0.0
FAM96B,0.0,0.0,0.12302329933564143,0.0,0.0,0.0,0.0,0.009336532443146256,0.1647487394080439,0.0
FAM98A,0.0,0.0,0.19130719565827642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM98B,0.0,0.0,0.1517965752783756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM98C,0.0,0.0,0.11691775053803687,0.0,0.0,0.1140680647602944,0.0,0.0,0.0,0.0
FAM9A,0.0,0.0,0.0,0.0,0.04387990762124711,0.17828916234128508,0.28834308462257646,0.014215080346106305,0.8817779165000302,0.18064603691639522
FAM9B,0.0,0.0,0.0,0.0,0.0,0.5941622592287878,0.0,0.0,0.0,0.0
FAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999791362403505,0.0,0.0
FANCA,0.0,0.0,0.09074108730232994,0.0,0.0,0.09411514144209965,0.0,0.0,0.0,0.0
FANCB,0.0,0.0,0.040469729577991956,0.0,0.0,0.0,0.0,0.5226175511268327,0.0,0.0
FANCC,0.0,0.0,0.1586974829231777,0.0,0.0,0.0,0.0,0.03786772376382224,0.03505291005291005,0.002806652806652807
FANCD2,0.0,0.0,0.0,0.0,0.3099841804438039,0.24258460951084654,0.0,0.0,0.0,0.0
FANCD2OS,0.0,0.0,0.0,0.0,0.0,0.3732129247396147,0.0,0.24717902919475415,0.0,0.0
FANCE,0.20140729391933165,0.0,0.0,0.1353170189098999,0.09415350051477936,0.08086340206185567,0.06967386062213649,0.06484145734779578,0.7020944957475475,0.0
FANCF,0.0,0.0,0.15378497239636943,0.007468811556139199,0.09001608455882353,0.0,0.0,0.0,0.0,0.0
FANCG,0.009237187127532777,0.0,0.09766538785440254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCI,0.0,0.0,0.0030176850378965097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCL,0.0,0.0,0.12709366520071114,0.0,0.0,0.009370393767108865,0.09985632183908046,0.20443184467229808,0.0,0.0
FANCM,0.0,0.0,0.14737531580424815,0.0,0.0,0.0015003158559696778,0.0,0.0,0.0,0.0
FANK1,0.22170137454285685,0.0,0.06133620286329185,0.0,0.0,0.17004693948047664,0.0,0.0,0.0,0.0
FAP,0.0,0.0,0.27496992075106064,0.0,0.0,0.0,0.0,0.0,0.0,0.7033744655099718
FAR1,0.0,0.0,0.25988040085820446,0.0,0.0,0.0,0.0,0.20732806113053115,0.0,0.0
FAR1P1,0.0,0.0,0.0,0.0,0.0,0.04829789518900344,0.0,0.7202792392100947,0.0,0.0
FAR2,0.0,0.0,0.0,0.1905688889137141,0.3193652811350651,0.06783006948831333,0.0,0.0,0.0,0.0
FAR2P1,0.0,0.0,0.0,0.14905450500556172,0.0,0.5165187552907761,0.015941295546558706,0.0,0.0,0.0
FAR2P2,0.0,0.0,0.0,0.37167494809313073,0.0,0.23197908051179522,0.5486260877463122,0.0,0.0,0.0
FAR2P4,0.001851905076972649,0.0,0.0,0.1832035595105673,0.0,0.4405797643368591,0.10382928475033738,0.006053888130968622,0.0,0.0
FARP1,0.3262957828852526,0.0,0.0,0.21791106170892893,0.0,0.314687723188604,0.0,0.0,0.0,0.0
FARP2,0.0,0.0,0.0,0.0,0.0,0.14953148031164457,0.3461429252542222,0.22382676167886986,0.0,0.0
FARS2,0.0,0.0,0.2944992822856961,0.0,0.0,0.0,0.04421368861024033,0.0,0.0,0.0
FARSA,0.0,0.0,0.07139515298961355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARSB,0.0,0.0,0.08807429587349115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARSBP1,0.0,0.0,0.0,0.0,0.0,0.7371656142311381,0.0,0.03794808405438813,0.0,0.0
FAS,0.5265694662084732,0.2428721258339639,0.20157668195003275,0.0,0.15375003367786166,0.0,0.0,0.0,0.0,0.1487164045752464
FASLG,0.0,0.9373181540099889,0.0,0.0,0.0,0.20062822164948454,0.0,0.0,0.0,0.0
FASN,0.38058376175677633,0.0,0.0,0.0,0.0,0.028795535902295222,0.0,0.08684539954099729,0.0,0.0
FASTK,0.10715792434256785,0.0,0.023416300177786096,0.0,0.0,0.0,0.0,0.0,0.0,0.13117230496195437
FASTKD1,0.0,0.0,0.1424237064938932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASTKD2,0.0,0.0,0.16687871811734767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASTKD3,0.0,0.0,0.1469776363806494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASTKD5,0.0,0.0,0.17586787685973612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAT1,0.6024736910894816,0.0,0.0,0.44154903503494236,0.0,0.12948614181933038,0.0,0.0,0.0,0.17534897097482405
FAT2,0.0,0.0,0.30535347590150225,0.0041037426132632965,0.0,0.3173725672317168,0.0,0.0,0.0,0.0
FAT3,0.27664204880585047,0.0,0.5856218174864721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAT4,0.0,0.4962229466855746,0.0,0.38012190334230767,0.0,0.3308875864804962,0.0,0.3177251435640717,0.0,0.0
FATE1,0.0,0.0,0.47042457341821875,0.0,0.0,0.15934145204793418,0.0,0.0,0.0,0.0
FAU,0.0,0.0,0.07530176850378965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008021,0.0,0.0,0.0,0.0,0.18553939434254482,0.07913572553527276,0.036637931034482756,0.0,0.15959358953894096,0.0
FAUP2,0.0,0.0,0.0,0.3144489247311828,0.0,0.0,0.8776214790652885,0.0,0.0,0.0
FAXC,0.0,0.0,0.30426640584019726,0.17022324359816152,0.0,0.08201868586307244,0.007588532883642495,0.0,0.0,0.0
FAXDC2,0.4042952508146965,0.2785337908655414,0.0,0.0,0.0,0.0,0.34240721468489166,0.6320736482533684,0.0045351473922902496,0.0
FBF1,0.09780621572212066,0.0,0.0,0.0,0.0,0.04751000210570647,0.0,0.0,0.0,0.013633834168057874
FBL,0.0,0.0,0.09813324599981285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLIM1,0.0,0.41297113054683443,0.0,0.3637948988434463,0.0,0.3910643898444165,0.018286311389759665,0.0,0.10745089409367145,0.0
FBLL1,0.0,0.0,0.015513496742165685,0.5220987333720339,0.0,0.32510135687302966,0.0,0.0,0.0,0.0
FBLN1,0.4811284172224394,0.0,0.0,0.0,0.0,0.23433690869266022,0.0,0.0,0.5497639576956788,0.7933138567012498
FBLN2,0.0,0.32649917556191965,0.0,0.0,0.0,0.2265534774819658,0.4723415574141527,0.0,0.0,0.8468304638323102
FBLN5,0.0,0.4698384187934365,0.04856367549359034,0.0,0.0,0.37907334465964615,0.0,0.0,0.0,0.4207894751112818
FBLN7,0.0,0.0,0.08307477505429724,0.5683611662505375,0.0,0.14667331194601238,0.0,0.0,0.0,0.0
FBN1,0.0,0.0,0.03866481470052323,0.0824964131994261,0.0,0.0,0.0,0.22910976927755888,0.0,0.0
FBN2,0.0,0.0,0.0,0.4092463250255744,0.0,0.686689425953212,0.1839315781012696,0.0,0.0,0.0
FBN3,0.0,0.0,0.0,0.21654368874710145,0.0,0.2903551792238409,0.613680708472525,0.0,0.0,0.0
FBP1,0.0,0.0,0.0,0.0,0.44621568869183686,0.324444982855859,0.0,0.0,0.0,0.61002277102988
FBP2,0.0,0.0,0.057546551885468325,0.0,0.0,0.3627416757258647,0.0,0.0,0.0,0.0
FBRS,0.05937983405990718,0.0,0.0,0.0,0.23187067096672526,0.01718782901663508,0.0,0.05320258710619653,0.0,0.0
FBRSL1,0.08553649275769934,0.0,0.0,0.0,0.0,0.058749210360075806,0.0,0.0,0.0,0.0
FBXL12,0.0,0.0,0.09214466173856087,0.0,0.0,0.08246472941671931,0.0,0.0,0.0,0.0
FBXL13,0.1680833082891771,0.0,0.12859081126602415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL14,0.0,0.0,0.0,0.37085822981449973,0.0,0.0,0.0,0.0,0.0,0.0
FBXL15,0.0,0.0,0.09581734818003182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL16,0.0,0.0,0.24755953839660846,0.0,0.0,0.0160438045642518,0.0,0.0,0.0,0.0
FBXL17,0.0,0.0,0.2356208831524835,0.18965208034433287,0.0,0.0,0.0,0.0,0.0,0.0
FBXL18,0.14764979101189396,0.0,0.0,0.0,0.0,0.2832357115838158,0.0,0.017056123513457123,0.0,0.0
FBXL19,0.0,0.0,0.0,0.0,0.0,0.4160739374394665,0.0,0.0,0.0,0.0
FBXL19-AS1,0.16996429096136353,0.0,0.04491438195938991,0.0,0.03469669117647059,0.0273303264604811,0.0,0.0,0.0,0.0
FBXL2,0.0,0.0,0.400674939437422,0.00845370978332239,0.0,0.011410629499157604,0.0,0.0,0.0,0.0
FBXL20,0.0,0.0,0.03321513002364066,0.07137733142037303,0.0,0.23297009896820384,0.0,0.0,0.0,0.0
FBXL21,0.0,0.0,0.0,0.7240678983643369,0.0,0.2246543671928415,0.0,0.0,0.0,0.0
FBXL22,0.04222331598931233,0.0,0.04096098063067278,0.0,0.0,0.0,0.0,0.0,0.277795953707221,0.0
FBXL3,0.0,0.0,0.08327874988303546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL4,0.0,0.0,0.0,0.0,0.0,0.0,0.07027168234064786,0.0,0.0,0.0
FBXL5,0.0,0.0,0.02400636552529188,0.0468077474892396,0.0,0.0,0.0,0.0,0.0,0.09282744282744283
FBXL6,0.0,0.06547815685277975,0.18623093478057454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL7,0.5317377410998887,0.24005518375014676,0.0,0.401063013582763,0.0,0.0,0.3918775568049615,0.45026357364447145,0.13671579743008314,0.32349153839381856
FBXL8,0.0,0.0,0.15284738351166863,0.12590282337491793,0.0,0.02852657374789401,0.0,0.0,0.0,0.0
FBXO10,0.0,0.0,0.08276410592308413,0.0,0.0,0.2596019265043319,0.0,0.0,0.0,0.0027824151363383415
FBXO11,0.0,0.0,0.1427498135756728,0.0,0.010519071962249311,0.0,0.0,0.0,0.0,0.0
FBXO15,0.10342456557677515,0.0,0.0,0.0,0.0,0.050335373100793876,0.0,0.10847705157219671,0.0,0.0
FBXO16,0.0,0.0,0.21032652201745078,0.12171700590938936,0.0,0.3918311154460429,0.0,0.0,0.0,0.0
FBXO17,0.10712276754324286,0.06324850299401198,0.0,0.17759490458871086,0.0,0.3335850649784111,0.0,0.0,0.0,0.0
FBXO18,0.0,0.0,0.048049031533639,0.0,0.1448962721701441,0.054169298799747315,0.0,0.0,0.0,0.0
FBXO2,0.48453472052791935,0.0,0.10208664732852998,0.01912344057780696,0.0,0.0,0.0,0.0,0.0,0.0
FBXO21,0.0,0.0,0.07300926359127913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO22,0.0,0.0,0.13207635444933097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO24,0.355529863486425,0.0,0.0,0.12580645161290321,0.0,0.10400558419243987,0.0,0.0,0.0,0.9316448884394617
FBXO25,0.0,0.0815119760479042,0.06299709927949845,0.0,0.0,0.07980627500526427,0.0,0.0,0.08125472411186697,0.0
FBXO27,0.0,0.0,0.09546645457097408,0.0,0.0,0.0,0.0,0.0,0.0,0.30151060364041216
FBXO28,0.0,0.0,0.0,0.0,0.0,0.005817014108233313,0.0,0.0,0.0,0.0
FBXO3,0.0,0.0,0.16279124169551792,0.0,0.0,0.0,0.0,0.0,0.0,0.012577962577962579
FBXO30,0.03902404725073829,0.12980057295637235,0.0,0.02953281423804227,0.0,0.0,0.011298328108672937,0.0,0.0,0.0
FBXO31,0.0,0.0,0.04280902030504351,0.0,0.0,0.006685618024847336,0.0,0.0,0.0,0.0
FBXO32,0.0,0.0,0.20267614859174699,0.0,0.0,0.0,0.0,0.293779792409861,0.11753846732406412,0.0
FBXO33,0.0,0.0,0.26789936780529844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO34,0.0,0.06138919114980051,0.3162064374770289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO36,0.0,0.0,0.0,0.0,0.0,0.31619302747441963,0.0,0.0,0.0,0.0
FBXO36P1,0.6921031838289851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO38,0.0,0.0,0.08056517263965565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO39,0.8023754653996844,0.0,0.0,0.0,0.0,0.19224871066182136,0.0,0.0,0.0,0.0
